54,0.6229833
118,0
206,0.1235263
263,0.6774197
361,0.4518103
430,0.6118246
473,0
610,0
617,0.9613444
664,0.7333903
713,0.726882
713,0.9971811
754,0.7639408
767,0.9309722
801,0.8074148
841,0.773997
841,0.9972389
856,0.9164503
885,0.8382303
1037,0.1548726
1056,0.8872989
1129,0.5923818
1178,0.7266791
1297,0.3301958
1301,0.9806722
1385,0.5294755
1455,0
1479,0.4635282
1501,0.8724183
1502,0.9972561
1602,0.4404471
1783,0
1802,0.8860404
1803,0.9972389
1803,0.9966724
1984,0
2164,0
2242,0.5621794
2277,0.800634
2278,0.9972562
2348,0.6038151
2486,0.2274721
2515,0.8356875
2575,0.6632461
2615,0.7773689
2701,0
2746,0.2606248
2874,0
2924,0
2957,0.811725
2958,0.997241
2980,0.8741757
3160,0
3227,0.6251971
3296,0
3333,0
3406,0
3471,0.6360465
3502,0.8220658
3581,0.5594661
3599,0.897167
3600,0.9972287
3600,0.9972334
3601,0.9972701
3674,0.5898615
3688,0
3743,0.6111109
3822,0.5603698
3876,0.6948246
3985,0.3867419
4165,0
4253,0.5064266
4310,0.678409
4329,0.8881906
4391,0.6544794
4402,0
4434,0.7527175
4503,0.6119459
4534,0.822506
4556,0.8739815
4557,0.9972386
4581,0
4736,0
4873,0.2340883
5053,0
5149,0.463857
5329,0
5405,0.5729848
5521,0.3446969
5607,0.5205524
5653,0.7439061
5685,0.8135483
5783,0.448729
5783,0.9962905
5784,0.9972385
5963,0
6023,0.6647478
6040,0.9026995
6066,0.8518534
6104,0.7865113
6179,0.5767503
6243,0.6418793
6321,0.5678572
6321,0.9964432
6343,0.8766139
6343,0.9965885
6422,0.5541539
6507,0.5261698
6623,0.3554071
6635,0
6678,0.6845452
6679,0.9972249
6679,0.9965484
6700,0
6707,0
6751,0.5913514
6797,0.7413176
6888,0.4892312
6954,0.627311
6954,0.997239
6955,0.9972388
7134,0.003301382
7171,0.7910232
7210,0.7778949
7210,0.9972205
7275,0.6336873
7444,0.06240106
7478,0.8037756
7484,0.9667876
7514,0.8303029
7589,0
7604,0.4902423
7650,0.7366234
7651,0.9972378
7778,0.2893033
7939,0.1064848
8032,0.4826589
8032,0.9960555
8041,0.9443243
8052,0.9393451
8075,0.8691124
8086,0.9357233
8098,0.9293468
8099,0.9973673
8278,0
8293,0
8458,0
8493,0.797841
8537,0.7495385
8538,0.9971828
8538,0.9972951
8542,0.9736673
8543,0.9972388
8682,0.2227579
8830,0
8862,0
8931,0.612606
9111,0
9127,0.9078686
9181,0
9306,0
9350,0
9374,0.618098
9435,0.6528115
9492,0.676407
9496,0.9779111
9619,0.3098613
9672,0.7038826
9722,0.7149944
9883,0
9902,0
10082,0
10232,0.1696721
10235,0.9834334
10259,0.8603191
10403,0.1993792
10575,0
10583,0
10653,0.6024888
10834,0
10874,0.7721637
10911,0.78959
10912,0.997261
10912,0.9972389
10950,0.7884576
11000,0.7167471
11030,0.8269243
11057,0.8451993
11058,0.9972389
11116,0.6742766
11116,0.9972391
11117,0.9972126
11155,0.7797902
11172,0.8998564
11172,0
11248,0.5756271
11248,0.9972389
11278,0.8295843
11303,0.858672
11340,0.787852
11341,0.9971938
11341,0.9965452
11522,0
11595,0.5881844
11728,0.2595395
11729,0.9971473
11835,0.399924
11866,0
12014,0
12194,0
12259,0.6365743
12324,0.6330443
12325,0.9972389
12504,0
12671,0.07449913
12671,0.99659
12672,0.9971242
12693,0
12737,0.6269227
12902,0
12917,0
12992,0.576342
13172,0
13198,0
13226,0.6856162
13287,0.6570219
13299,0.9364942
13374,0.5808031
13463,0.5013087
13463,0.9965395
13473,0.9474539
13653,0
13666,0.9234428
13846,0
14025,0
14122,0.4601178
14137,0
14197,0.5825685
14197,0.9964458
14217,0
14279,0.5379369
14359,0.554868
14430,0.5997646
14567,0
14608,0
14615,0.9640779
14615,0.9965161
14657,0.7618325
14697,0.7747121
14738,0.7674257
14795,0.6808618
14796,0.9972247
14796,0.9972537
14822,0.8507264
14828,0.9668931
14829,0.9972655
14834,0.9641688
14870,0.7976928
15049,0
15229,0
15357,0.2847393
15357,0.9964975
15358,0.9971916
15395,0
15537,0
15543,0
15590,0.6958312
15649,0.6697321
15686,0.7874452
15687,0.9972388
15691,0.9742197
15704,0
15745,0
15852,0
15869,0
16048,0
16072,0
16090,0.7618296
16146,0.6888272
16178,0.8151446
16179,0.9972391
16179,0.9963903
16179,0
16231,0
16237,0
16313,0.247627
16313,0.996187
16493,0
16668,0
16672,0
16776,0
16808,0.2334835
16841,0.8090923
16842,0.9972389
16883,0.7659888
16884,0.9973323
16884,0.9972386
17054,0.05624127
17233,0
17330,0.4580365
17331,0.9972651
17372,0.7654515
17409,0.7894423
17447,0.7860367
17482,0.8032672
17564,0.5399027
17565,0.9972389
17565,0.9964443
17746,0
17786,0.7699338
17910,0.3095504
18089,0.004553874
18143,0
18268,0
18301,0.8106599
18302,0.9972389
18333,0
18366,0
18407,0.39384
18408,0.9972389
18451,0.7577018
18451,0.9964648
18452,0.9971995
18486,0.8078057
18486,0.9972218
18663,0.01595473
18676,0.9238324
18680,0.9779111
18688,0.9585832
18716,0
18852,0
18867,0
18872,0
18897,0.8287326
18958,0.6550661
19043,0.5255744
19223,0
19403,0
19528,0.2970217
19529,0.9957361
19588,0.6662939
19589,0.9973437
19656,0.6167603
19729,0.5901307
19730,0.9972558
19767,0
19806,0.5621303
19965,0.1138834
19965,0.9964774
19970,0.9712743
20119,0.1738714
20125,0.9659756
20261,0.233712
20367,0
20440,0
20504,0.6406053
20684,0
20702,0.8947961
20757,0.6929951
20872,0
20926,0.05351043
20980,0.6973227
21029,0.7206472
21030,0.9972392
21030,0.9972389
21156,0.302391
21206,0.7171103
21250,0.7492633
21353,0.4297403
21353,0.9965305
21533,0
21583,0.715395
21584,0.9972606
21646,0.644293
21647,0.9972391
21826,0
21914,0.5035241
22008,0.4773666
22047,0.7797192
22084,0
22226,0
22305,0.5571516
22357,0
22400,0.4559335
22401,0.9972389
22453,0.7073977
22502,0.7181144
22665,0.09806117
22746,0.541964
22829,0.5372116
22890,0.6595598
22949,0.6670731
23013,0.6429469
23013,0.9963993
23143,0.2727317
23144,0.9972066
23221,0.5621967
23363,0
23371,0
23384,0
23400,0
23580,0
23660,0.549391
23795,0.2446032
23880,0.5261316
24060,0
24127,0.6197898
24185,0
24219,0.4771474
24348,0
24398,0
24420,0.8728261
24456,0.7970043
24456,0.997245
24467,0.9410802
24476,0.9459632
24477,0.997239
24477,0.9957635
24479,0.9856985
24510,0.8199018
24560,0.7191669
24560,0.9972388
24660,0.4359454
24703,0.761233
24703,0.9964292
24727,0.8602571
24757,0
24842,0.3540785
24902,0.6640024
25009,0.4069927
25009,0.9962413
25087,0.5605844
25251,0
25267,0
25279,0.9319975
25332,0
25401,0.3051907
25401,0.9965066
25581,0
25762,0
25777,0
25942,0
26122,0
26302,0
26482,0
26516,0.8035582
26697,0
26737,0
26775,0.5540265
26788,0.9243701
26823,0
26880,0.4813606
26979,0.4514804
26997,0.8997989
27084,0
27175,0
27313,0.2302282
27395,0.5435619
27522,0.2899794
27585,0.6501492
27585,0.9960006
27586,0.9972384
27591,0.9696266
27769,0
27851,0.5428898
27852,0.9971806
27852,0.9973103
27926,0.5849773
27984,0.6743888
28045,0.6609347
28078,0.8081241
28131,0.7025112
28132,0.997229
28195,0.6404093
28196,0.9972386
28319,0
28357,0
28375,0
28434,0
28520,0.1825271
28589,0.6126552
28590,0.9972389
28770,0
28782,0.9337816
28962,0
28971,0.9501412
29053,0.5406699
29197,0.1964223
29197,0.9964694
29198,0.9972361
29277,0.5550909
29278,0.997295
29457,0
29492,0.8001027
29492,0.9972389
29493,0.9972388
29493,0.9964108
29573,0.5516499
29706,0.2545961
29812,0.4102409
29894,0.544318
29905,0
29993,0.442034
30160,0.06746539
30185,0.8602101
30185,0.9962121
30243,0.6747122
30299,0
30423,0
30603,0
30626,0
30688,0.5189384
30755,0.6211267
30808,0.7058219
30813,0.969628
30841,0.8371709
30868,0.8493386
30925,0.6752203
30970,0.7498247
31062,0
31079,0.3827749
31080,0.9972388
31180,0.4424382
31180,0.9972388
31192,0.9364913
31320,0
31367,0.02431695
31547,0
31624,0.5662192
31689,0.6379071
31757,0.6107725
31803,0
31844,0.5111871
31860,0
31882,0.7865659
31927,0.7470731
31950,0.8722012
31992,0.7588469
32173,0
32257,0.5308783
32312,0.6853968
32313,0.9972389
32417,0.4118584
32427,0.9438244
32433,0
32521,0.4697754
32577,0.6808282
32578,0.9971213
32658,0.5506408
32819,0.09868041
32822,0.9805372
32881,0
32910,0.4985791
32911,0.9971598
32933,0.8776973
32933,0.995731
32962,0.8346573
33094,0.263452
33273,0
33273,0.9963558
33322,0.7278144
33355,0.8123744
33392,0.7887136
33448,0.6865509
33501,0.697896
33605,0.4221801
33654,0.719444
33739,0.5201502
33740,0.9972389
33817,0.5677707
33976,0
33997,0
34099,0.4256611
34280,0
34399,0.3336115
34400,0.9972389
34485,0
34513,0
34549,0.1541346
34711,0.09728193
34717,0.9696842
34820,0.4215868
34950,0.2788467
34994,0.7472445
35135,0.212786
35315,0
35495,0
35675,0
35784,0.3874236
35964,0
36033,0.6127061
36203,0.05615084
36236,0.8126833
36415,0
36439,0.8610166
36572,0.2601657
36573,0.9972391
36753,0
36876,0.3108284
36918,0
37051,0.02185011
37093,0.7616827
37094,0.9972664
37094,0.9972537
37095,0.9972386
37156,0.6564025
37225,0.6121449
37225,0.9965044
37226,0.9972211
37372,0.1857157
37372,0.9972374
37452,0
37525,0.145174
37552,0.8459654
37552,0.9972389
37580,0.8417985
37631,0.7094391
37652,0.879722
37653,0.9972389
37730,0.5630206
37896,0
37908,0
37910,0
38090,0
38270,0
38271,0.9972388
38365,0.4706483
38441,0.5756571
38459,0
38471,0
38620,0
38800,0
38980,0
39016,0.7941905
39114,0
39195,0
39220,0.8604401
39220,0.9972579
39308,0.506444
39309,0.9972522
39342,0.8097842
39459,0.3464136
39542,0.5295476
39542,0.9971896
39543,0.9972406
39609,0.6286438
39710,0.4342239
39711,0.9972364
39711,0.9957766
39889,0.01090813
39918,0.830749
39991,0.595505
39991,0.996136
39992,0.9972411
40002,0
40009,0.896704
40044,0
40062,0
40092,0
40186,0
40225,0.7752103
40406,0
40586,0
40600,0.9156856
40628,0.8453028
40629,0.9916686
40686,0.6773344
40747,0.6571354
40748,0.993902
40820,0.5971209
40820,0.9972389
40955,0
41000,0
41027,0
41119,0.321059
41182,0.6466785
41182,0.9971456
41183,0.9938424
41220,0.7851564
41268,0.7175853
41448,0
41503,0.6895131
41503,0.9961067
41504,0.9972386
41504,0.9972385
41633,0.2801652
41697,0.6453726
41876,0
41919,0.7562578
41919,0.9960877
41964,0.7471978
41988,0
42002,0
42034,0
42142,0
42225,0.5382925
42385,0
42405,0
42447,0.7573543
42611,0.09014829
42688,0.571112
42752,0.6406419
42870,0.3392146
42882,0
42962,0.485527
42962,0.9972305
42965,0.9834292
43046,0.5499502
43189,0.1996161
43234,0.7437081
43271,0.7867973
43272,0.9972187
43305,0.8049797
43349,0.753438
43377,0.8355397
43401,0.8654728
43434,0.8098941
43478,0
43520,0.5142529
43625,0.4139318
43726,0.4380272
43727,0.997239
43778,0.7071772
43907,0.2772186
43918,0.9420165
43938,0
43939,0
43987,0.599772
44036,0
44137,0.1606936
44140,0.9861944
44230,0.4929107
44329,0.4505081
44456,0.2901146
44542,0.5179722
44543,0.9972373
44624,0.5469355
44624,0.9972585
44685,0.6510202
44745,0.6665719
44745,0.9961572
44804,0.6692483
44805,0.997235
44928,0.3105539
44967,0.7795678
44968,0.9972168
45000,0.8157659
45042,0
45104,0.4138626
45162,0.6721138
45250,0.5042666
45251,0.9972389
45317,0.6287344
45317,0.996354
45318,0.9972387
45412,0.4713143
45591,0
45646,0.6927341
45646,0.9972397
45768,0.3216081
45795,0.8500621
45796,0.9972385
45796,0.9972389
45807,0.9355448
45887,0.5498278
45912,0.861829
45983,0.6043966
46142,0.1126086
46142,0.9972252
46203,0.656839
46383,0
46435,0.7065288
46542,0.4014184
46553,0
46617,0.5773878
46626,0.9530663
46635,0.9416114
46651,0.9144037
46651,0.9963882
46658,0.9641051
46676,0.8961535
46676,0.9972249
46694,0.8925041
46695,0.9972386
46712,0.9024993
46759,0.7280369
46915,0.1339091
46916,0.9972374
47095,0
47161,0.6311721
47161,0.9961404
47178,0
47280,0.3335803
47398,0.3384594
47447,0
47468,0.6004708
47648,0
47718,0.609656
47898,0
48026,0.2840519
48207,0
48234,0
48288,0.5325907
48365,0.5704352
48493,0.2844025
48494,0.9971959
48494,0.9972807
48541,0.7308479
48682,0.2145731
48820,0
48860,0
48945,0.521584
49018,0
49125,0
49150,0.8539395
49168,0.8945868
49185,0.9061224
49230,0.7495074
49280,0.7145463
49281,0.9972389
49322,0.7654359
49366,0.7508747
49400,0.809838
49400,0.9972146
49445,0.7484025
49486,0.7678325
49486,0
49521,0.805308
49663,0.2008187
49725,0.6552914
49786,0.6570987
49786,0.9972389
49883,0.457519
49975,0.4850285
50038,0
50073,0.4479311
50129,0.6887633
50222,0.4771885
50353,0.2705332
50455,0
50532,0
50552,0
50622,0.4937581
50633,0.9393253
50737,0.4240679
50799,0.6462637
50905,0.4097044
50908,0.9833389
51027,0
51087,0
51149,0.6498696
51186,0.7924183
51186,0.9972389
51257,0.606094
51391,0.2516351
51432,0.7662847
51474,0.7661111
51474,0.9972258
51655,0
51697,0
51730,0.5717002
51730,0.9913673
51910,0
51964,0.697832
51964,0.9972389
51965,0.99721
51965,0.9962224
51966,0.9972384
52146,0
52169,0.8701758
52222,0.6971787
52316,0.4693764
52426,0.3851934
52450,0.8612189
52458,0
52486,0
52513,0.6459513
52669,0.1284054
52712,0.7580869
52758,0.7387093
52855,0
52937,0
52978,0.7633108
53020,0
53090,0.370701
53123,0.811372
53187,0.6412291
53298,0.3829434
53344,0.7404322
53470,0.2898111
53562,0.4856328
53614,0.7066567
53615,0.9972389
53702,0.5122185
53702,0.9972299
53753,0
53838,0.239761
53923,0.52376
53946,0.8685132
53967,0.8792036
53986,0
54124,0.1132315
54135,0.9349559
54136,0.9972389
54149,0.9254501
54150,0.9972392
54173,0.8679243
54198,0.854506
54222,0.8616623
54235,0.9246477
54264,0.8338043
54278,0.9097053
54309,0.8223842
54326,0.9089206
54353,0.8465461
54353,0.9959928
54421,0.6192588
54557,0.2400866
54607,0.7196938
54607,0.9962271
54622,0
54631,0
54650,0
54693,0
54784,0
54791,0.9613443
54791,0.9912865
54845,0.6955864
54922,0
54925,0
54932,0
55005,0.1043468
55017,0
55032,0
55090,0
55180,0.00394702
55181,0.9972389
55200,0.8873612
55235,0.7979873
55268,0.8054204
55286,0.8852291
55287,0.9972392
55287,0.9961782
55467,0
55496,0.8333533
55503,0.9613568
55503,0.9959155
55504,0.9972384
55524,0.8835663
55524,0.9962536
55567,0.7550409
55609,0
55707,0.2147049
55887,0
55960,0.5914717
56026,0.6316832
56080,0
56110,0.5216268
56137,0
56209,0.440801
56357,0.1807771
56357,0.9963248
56471,0.3584772
56524,0
56560,0.4959747
56741,0
56804,0.64343
56872,0
56982,0
57162,0
57269,0.4013623
57326,0.6746649
57440,0.3685187
57596,0.132027
57596,0.9972357
57606,0
57715,0.3384874
57715,0.9960358
57770,0.6915557
57938,0
57950,0
58052,0.4304327
58058,0.966918
58239,0
58280,0.7642277
58281,0.9972546
58327,0.7310184
58447,0
58506,0
58668,0.09613863
58669,0.9972389
58693,0.8662181
58873,0
58931,0.6694698
58970,0
59057,0.2940567
59059,0.9916751
59059,0.9961922
59074,0
59096,0.7917897
59171,0.5808352
59171,0.996178
59305,0.2581254
59365,0.662303
59365,0.9962978
59419,0
59508,0.196866
59556,0
59565,0.6748005
59715,0.1616982
59727,0.93373
59730,0
59853,0.2956341
60033,0
60213,0
60315,0.4268971
60495,0
60497,0.9916745
60572,0
60637,0.2117049
60663,0.859183
60691,0.8376191
60737,0.7383329
60785,0.7267722
60856,0.600656
60933,0.5718286
60987,0.6923958
60988,0.9973043
60988,0.9971793
61072,0.5265469
61117,0
61250,0
61298,0.7315224
61368,0.6091512
61493,0.3022505
61560,0.6228763
61704,0.1917876
61852,0.1813091
61852,0.997198
61917,0.6292857
61989,0.59698
61990,0.9973429
62031,0
62069,0
62167,0
62185,0
62237,0.6017802
62237,0.995942
62418,0
62465,0.7310916
62509,0.7548168
62588,0.5519555
62589,0.9972389
62589,0.9962946
62590,0.997216
62664,0
62696,0.4025756
62768,0.5976627
62832,0.6346573
62903,0.6018462
62923,0
63082,0
63263,0
63288,0.8505062
63357,0.6117211
63358,0.997239
63536,0
63621,0.5234428
63621,0.9963895
63622,0.986639
63802,0
63836,0.8061306
63837,0.9972501
63985,0.1750549
64033,0.7265942
64079,0
64150,0
64174,0.2101873
64255,0.5450228
64344,0.5003624
64403,0.6677785
64404,0.9972392
64583,0
64597,0.9157127
64598,0.9972314
64598,0.9966967
64623,0
64777,0
64807,0.8311903
64870,0.6468915
64870,0.9972389
64922,0.7096738
65058,0.2420673
65066,0.9556231
65100,0
65175,0.3816563
65190,0.915768
65190,0.9972427
65207,0.9088804
65217,0.9434642
65217,0.9898694
65395,0
65430,0.8030205
65476,0.7399547
65476,0.9972096
65506,0.8283576
65516,0.9432346
65516,0.9971843
65696,0
65828,0.2555223
65933,0.4156214
66000,0.6227676
66181,0
66361,0
66533,0
66540,0
66561,0.8797258
66741,0
66922,0
67006,0.5301996
67116,0.3860543
67267,0.1560123
67267,0.9963982
67284,0.9027334
67308,0.8603404
67325,0.9061753
67346,0.8805892
67401,0.6915536
67401,0.9964082
67402,0.9972332
67402,0.9971628
67461,0.6708331
67478,0.9049583
67524,0.7349029
67568,0.7480746
67605,0.7884617
67623,0
67630,0.8549439
67631,0.9972405
67690,0.6685133
67757,0.6211728
67937,0
68008,0.5967197
68088,0.5482684
68186,0.4527422
68197,0
68222,0.7903239
68222,0.9972399
68251,0.8425019
68329,0
68380,0.2667625
68473,0.4802985
68474,0.9972388
68576,0.4293773
68702,0.2991394
68760,0
68831,0.2770633
68892,0.6572533
68950,0.6752971
69008,0.6773674
69063,0.6871983
69064,0.9972388
69126,0
69199,0.2421598
69327,0.2834015
69412,0.5289965
69496,0.5301272
69548,0.7049558
69599,0.7101184
69659,0.6582664
69698,0
69713,0.695151
69713,0.9962792
69793,0.5559679
69795,0.9852811
69799,0.980711
69898,0.4427682
69899,0.9972388
70078,0
70144,0.6283833
70220,0.5736971
70224,0.9806722
70303,0.553642
70447,0.2023572
70591,0.1972705
70665,0.5854589
70665,0.996217
70701,0
70739,0.5773563
70802,0.6503384
70802,0.9972436
70803,0.9972384
70895,0.4813535
70896,0.997354
70901,0
70958,0.6416495
70959,0.9972388
71043,0.5280356
71136,0.4801999
71159,0
71169,0.8135619
71219,0
71317,0.1675753
71361,0.7485169
71541,0
71647,0.4084675
71793,0.1858424
71846,0
71971,0
71992,0.8840334
72078,0.5237903
72134,0
72254,0.0131228
72325,0.603431
72326,0.9972388
72368,0.7529992
72426,0.6784001
72426,0.9972401
72457,0.8272561
72493,0.7889209
72494,0.9972387
72514,0.8806102
72538,0.8523461
72586,0
72619,0.5380062
72642,0.869324
72678,0.7998058
72713,0
72760,0
72825,0.1708076
72888,0.6333864
73068,0
73162,0.4747618
73223,0
73259,0.4513996
73330,0.6048977
73330,0.9972147
73511,0
73691,0
73866,0.02714888
74047,0
74227,0
74379,0.1528744
74414,0.7950108
74453,0.7756397
74545,0
74560,0.3948289
74641,0.5467653
74668,0
74820,0
74983,0.09390863
74984,0.9972362
74984,0.9973296
75084,0.4403758
75212,0.2909666
75220,0
75319,0.3931597
75396,0.5675892
75472,0.5758235
75527,0.686266
75580,0.7004841
75631,0
75683,0
75686,0.4009879
75748,0.6555079
75748,0.9972653
75776,0.8424996
75894,0.3370222
75958,0.6300933
76070,0.3691192
76074,0.9777732
76089,0.9052842
